,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
non_mc,27.30907,26.67873,25.61973,25.55189,24.35319,25.62157,25.43664,25.57683,25.20467,25.67088,26.31815,25.90298,25.93459,25.84366,25.47786,24.57838,24.84218,25.25756,25.57873,25.61439,26.32243,28.64445,28.6241,29.2152,30.52979,32.76194,32.72925,34.61895,36.96311,37.77846,38.00818,40.91794,43.33942,42.66199,44.30383,46.95518,51.17162,57.90006,60.988
